Incident ID,Start_Date_Time,NIBRS Code,Crime Name2,Crime Name3,Block Address,City,Sector,Latitude,Longitude,Police District Number,Vict Age,Vict Sex,Perp Age,Perp Sex,Arrest
201281231,2020-03-10 07:30:00,220,Burglary/Breaking and Entering,BURGLARY - FORCED ENTRY-NONRESIDENTIAL,7600 BLK  CARROLL AVE,TAKOMA PARK,T,38.98333,-77.0003,TPPD,,,,,Unknown
201237848,2019-05-03 10:48:00,35A,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,2400 BLK  BEL PRE RD,SILVER SPRING,K,39.09045,-77.0504,4D,,,,,Unknown
201250603,2019-07-28 19:29:00,23C,Shoplifting,LARCENY - SHOPLIFTING,2900 BLK  UNIVERSITY BLV W,SILVER SPRING,L,39.0376,-77.0597,4D,,,,,Unknown
201277442,2020-02-12 11:20:00,13B,Simple Assault,ASSAULT - 2ND DEGREE,13500 BLK  RICHTER FARM RD,GERMANTOWN,N,39.14942,-77.2801,5D,,,,,Unknown
201439541,2023-08-14 21:44:00,220,Burglary/Breaking and Entering,BURGLARY - FORCED ENTRY-RESIDENTIAL,24700 BLK  CUTSAIL DR,DAMASCUS,M,39.25974,-77.2135,5D,,,,,Unknown
201285286,2020-04-18 20:40:00,13A,Aggravated Assault,ASSAULT - AGGRAVATED - NON-FAMILY-OTHER WEAPON,200 BLK W DEER PARK RD,GAITHERSBURG,P,39.13356,-77.2033,6D,,,,,Unknown
201446972,2023-10-04 23:00:00,290,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,7300 BLK  NEW HAMPSHIRE AVE,TAKOMA PARK,T,38.98081,-76.9895,TPPD,,,,,Unknown
201329039,2021-04-29 22:54:00,13B,Simple Assault,ASSAULT - 2ND DEGREE,8600 BLK  LEONARD DR,SILVER SPRING,D,38.99584,-77.0436,2D,,,,,Unknown
201359502,2022-01-05 18:15:00,13B,Simple Assault,ASSAULT - 2ND DEGREE,7600 BLK  MAPLE AVE,TAKOMA PARK,T,38.98266,-77.0074,TPPD,,,,,Unknown
201378181,2022-05-18 12:00:00,26F,Identity Theft,FRAUD - IDENTITY THEFT,2900 BLK  NEWCASTLE AVE,SILVER SPRING,D,39.01317,-77.0589,2D,,,,,Unknown
201393085,2022-09-21 06:27:00,23H,All other Larceny,LARCENY (DESCRIBE OFFENSE),8000 BLK  MAPLE RIDGE RD,BETHESDA,E,38.98953,-77.1065,2D,,,,,Unknown
201296829,2020-08-01 03:30:00,13B,Simple Assault,ASSAULT - 2ND DEGREE,12500 BLK  DALEWOOD DR,SILVER SPRING,K,39.06108,-77.0683,4D,,,,,Unknown
201432279,2023-06-23 23:00:00,23F,Theft From Motor Vehicle,LARCENY - FROM AUTO,7400 BLK  NEW HAMPSHIRE AVE,TAKOMA PARK,T,38.98337,-76.9883,TPPD,,,,,Unknown
201262801,2019-10-28 20:47:00,35A,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,,SILVER SPRING,G,39.11237,-77.0755,3D,,,,,Unknown
201225682,2019-02-05 19:17:00,35A,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,,SILVER SPRING,L,39.06145,-77.0681,4D,,,,,Unknown
201390649,2022-09-01 21:00:00,23G,Theft of Motor Vehicle Parts or Accessories,LARCENY - AUTO PARTS,400 BLK  ETHAN ALLEN AVE,TAKOMA PARK,T,38.97803,-77.0019,TPPD,,,,,Unknown
201321698,2021-02-27 03:52:00,90D,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,,ROCKVILLE,K,39.0772,-77.0868,4D,,,,,Unknown
201274104,2020-01-18 04:00:00,90D,Driving Under the Influence,DRIVING UNDER THE INFLUENCE DRUGS,,ROCKVILLE,A,38.99677,-77.1143,1D,,,,,Unknown
201386847,2022-08-03 13:00:00,290,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,100 BLK E DEER PARK DR,GAITHERSBURG,P,39.13343,-77.1869,6D,,,,,Unknown
201439080,2023-08-08 17:00:00,240,Motor Vehicle Theft,AUTO THEFT - VEHICLE THEFT,800 BLK  RUSSELL AVE,GAITHERSBURG,R,39.15473,-77.2097,6D,,,,,Unknown
201399906,2022-11-06 05:16:00,90D,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,10800 BLK  AMHERST AVE,SILVER SPRING,L,39.03196,-77.0471,4D,,,,,Unknown
201240247,2019-05-18 20:44:00,90G,Liquor Law Violations,LIQUOR (DESCRIBE OFFENSE),13100 BLK  GEORGIA AVE,SILVER SPRING,K,39.07089,-77.0633,4D,,,,,Unknown
201263237,2019-10-31 14:00:00,23D,Theft from Building,LARCENY - FROM BLDG,14100 BLK  WEEPING WILLOW DR,SILVER SPRING,K,39.08771,-77.0675,4D,,,,,Unknown
201435126,2023-07-14 18:23:00,13B,Simple Assault,ASSAULT - 2ND DEGREE,14900 BLK  SHADY GROVE RD,ROCKVILLE,B,39.09939,-77.1924,1D,,,,,Unknown
201319814,2021-02-13 22:00:00,13B,Simple Assault,ASSAULT - 2ND DEGREE,3700 BLK  RALPH RD,SILVER SPRING,K,39.07691,-77.0734,4D,,,,,Unknown
201224316,2019-01-14 17:21:00,26F,Identity Theft,FRAUD - IDENTITY THEFT,100 BLK  MARYLAND AVE,ROCKVILLE,A,39.08274,-77.151,1D,,,,,Unknown
201430776,2023-06-03 18:30:00,290,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,15600 BLK  MARATHON CIR,GAITHERSBURG,P,39.11318,-77.1977,6D,,,,,Unknown
201244708,2019-06-20 12:55:00,120,Robbery,ROBBERY - RESIDENTIAL-OTHER WEAPON,13100 BLK  THACKERY PL,GERMANTOWN,N,39.18529,-77.2701,5D,,,,,Unknown
201306773,2020-10-22 18:35:00,23H,All other Larceny,LARCENY (DESCRIBE OFFENSE),13000 BLK  WISTERIA DR,GERMANTOWN,N,39.17755,-77.2711,5D,,,,,Unknown
201285959,2020-04-25 09:00:00,520,Weapon Law Violations,WEAPON - POSSESSION,100 BLK  EDISON PARK DR,GAITHERSBURG,B,39.11173,-77.2352,1D,,,,,Unknown
201305090,2020-10-04 00:33:00,220,Burglary/Breaking and Entering,BURGLARY - NO FORCED ENTRY-RESIDENTIAL,1  BLK  ELMCROFT CT,ROCKVILLE,A,39.11523,-77.1681,1D,,,,,Unknown
201255680,2019-09-02 15:20:00,23H,All other Larceny,LARCENY (DESCRIBE OFFENSE),10100 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,H,39.02039,-76.9766,3D,,,,,Unknown
201350936,2021-10-26 12:00:00,26F,Identity Theft,FRAUD - IDENTITY THEFT,8400 BLK  QUEEN ANNES DR,SILVER SPRING,G,38.99713,-77.0189,3D,,,,,Unknown
201401040,2022-11-16 18:00:00,23F,Theft From Motor Vehicle,LARCENY - FROM AUTO,10200 BLK  HATHERLEIGH DR,BETHESDA,D,39.02251,-77.1186,2D,,,,,Unknown
201438697,2023-08-08 19:29:00,35B,Drug Equipment Violations,DRUGS - NARCOTIC EQUIP - POSSESS,18200 BLK  LOST KNIFE CIR,MONTGOMERY VILLAGE,R,39.15711,-77.2033,6D,,,,,Unknown
201245166,2019-06-23 21:39:00,13B,Simple Assault,ASSAULT - SIMPLE,2500 BLK  ROSS RD,SILVER SPRING,D,38.99701,-77.0533,2D,,,,,Unknown
201327179,2021-04-13 18:54:00,09A,Murder and Nonnegligent Manslaughter,HOMICIDE - WILLFUL KILL-GUN,12900 BLK  ETHEL ROSE WAY,BOYDS,M,39.2125,-77.265,5D,,,,,Unknown
201400997,2022-11-07 11:00:00,26A,False Pretenses/Swindle/Confidence Game,FRAUD - CONFIDENCE GAME,19800 BLK  WHEELWRIGHT DR,MONTGOMERY VILLAGE,R,39.18104,-77.212,6D,,,,,Unknown
201281968,2020-03-15 11:10:00,23H,All other Larceny,LARCENY (DESCRIBE OFFENSE),400 BLK  HUNGERFORD DR,ROCKVILLE,A,39.08822,-77.1507,1D,,,,,Unknown
201342488,2021-08-22 02:33:00,90D,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,,GAITHERSBURG,P,39.13848,-77.2122,6D,,,,,Unknown
201373288,2022-04-20 07:39:00,35A,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,,GAITHERSBURG,P,39.14447,-77.1852,6D,,,,,Unknown
201440072,2023-08-18 11:00:00,26B,Credit Card/Automatic Teller Machine Fraud,FRAUD - ILLEGAL USE CREDIT CARDS,12200 BLK  DARNESTOWN RD,GAITHERSBURG,P,39.11784,-77.2527,6D,,,,,Unknown
201252865,2019-08-15 03:00:00,23D,Theft from Building,LARCENY - FROM BLDG,900 BLK  GRANDIN AVE,ROCKVILLE,A,39.08105,-77.1375,1D,,,,,Unknown
201339693,2021-07-27 00:00:00,23F,Theft From Motor Vehicle,LARCENY - FROM AUTO,6700 BLK  MICHAELS DR,BETHESDA,E,39.01059,-77.1376,2D,,,,,Unknown
201322193,2020-06-01 09:00:00,13A,Aggravated Assault,ASSAULT - AGGRAVATED - OTHER,13100 BLK  BROADMORE RD,SILVER SPRING,I,39.07196,-76.9925,3D,,,,,Unknown
201356731,2021-11-09 00:00:00,13A,Aggravated Assault,ASSAULT - AGGRAVATED - FAMILY-OTHER WEAPON,3200 BLK  HEWITT AVE,SILVER SPRING,K,39.07982,-77.0641,4D,,,,,Unknown
201345933,2021-09-18 02:13:00,23A,Pocket/picking,LARCENY - POCKET PICKING,18600 BLK N FREDERICK AVE,GAITHERSBURG,R,39.16124,-77.2225,6D,,,,,Unknown
201330715,2021-05-13 17:30:00,23F,Theft From Motor Vehicle,LARCENY - FROM AUTO,8700 BLK  2ND AVE,SILVER SPRING,G,38.99789,-77.0344,3D,,,,,Unknown
201385419,2022-07-21 13:00:00,290,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,14200 BLK  GATE DANCER LA,BOYDS,N,39.15258,-77.2982,5D,,,,,Unknown
201434081,2023-06-30 13:00:00,11D,Forcible Fondling,SEX ASSAULT - CARNAL ABUSE,7300 BLK  CALHOUN PL,DERWOOD,A,39.10793,-77.148,1D,,,,,Unknown
201440646,2023-08-22 19:06:00,23C,Shoplifting,LARCENY - SHOPLIFTING,3700 BLK  UNIVERSITY BLV,KENSINGTON,D,39.03311,-77.0732,2D,,,,,Unknown
201416150,2023-03-04 23:53:00,90C,Disorderly Conduct,PUBLIC PEACE - DISORDERLY CONDUCT,300 BLK E DIAMOND AVE,GAITHERSBURG,P,39.14219,-77.1933,6D,,,,,Unknown
201313929,2020-12-22 23:30:00,23F,Theft From Motor Vehicle,LARCENY - FROM AUTO,900 BLK  BEACON SQUARE CT,GAITHERSBURG,P,39.12539,-77.2429,6D,,,,,Unknown
201225237,2019-02-01 03:46:00,220,Burglary/Breaking and Entering,BURGLARY - FORCED ENTRY-NONRESIDENTIAL,18700 BLK  WALKERS CHOICE RD,MONTGOMERY VILLAGE,R,39.16202,-77.2047,6D,,,,,Unknown
201365256,2022-02-21 17:45:00,13B,Simple Assault,ASSAULT - 2ND DEGREE,13200 BLK  ALEUTIAN AVE,ROCKVILLE,A,39.07298,-77.1187,1D,,,,,Unknown
201392956,2022-04-01 10:47:00,270,Embezzlement,EMBEZZLE (DESCRIBE OFFENSE),200 BLK  LOWER COUNTRY DR,GAITHERSBURG,P,39.15309,-77.1823,6D,,,,,Unknown
201407301,2023-01-03 17:44:00,35A,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,7900 BLK  GEORGIA AVE,SILVER SPRING,G,38.98534,-77.0266,3D,,,,,Unknown
201383502,2019-12-01 18:31:00,11C,Sexual Assault With An Object,SEX ASSAULT - WITH AN OBJECT,1700 BLK  MT PISGAH LA,SILVER SPRING,H,39.01506,-76.9761,3D,,,,,Unknown
201441381,2023-08-28 06:01:00,13B,Simple Assault,ASSAULT - 2ND DEGREE,19600 BLK  VAUGHN LANDING DR,GERMANTOWN,N,39.17717,-77.2743,5D,,,,,Unknown
201310483,2019-09-01 18:15:00,26B,Credit Card/Automatic Teller Machine Fraud,FRAUD - ILLEGAL USE CREDIT CARDS,3700 BLK  GAWAYNE TER,SILVER SPRING,K,39.09379,-77.0747,4D,,,,,Unknown
201431880,2023-06-20 20:01:00,13B,Simple Assault,ASSAULT - 2ND DEGREE,5800 BLK  FOGGY LA,DERWOOD,R,39.14294,-77.1174,6D,,,,,Unknown
201448037,2023-10-11 01:00:00,23H,All other Larceny,LARCENY (DESCRIBE OFFENSE),8000 BLK  KENNETT ST,SILVER SPRING,G,38.98729,-77.0278,3D,,,,,Unknown
201256033,2019-09-08 11:52:00,23D,Theft from Building,LARCENY - FROM BLDG,11100 BLK  VEIRS MILL RD,SILVER SPRING,L,39.03758,-77.0519,4D,,,,,Unknown
201340520,2021-08-03 23:30:00,23F,Theft From Motor Vehicle,LARCENY - FROM AUTO,200 BLK  MAIN ST,GAITHERSBURG,P,39.12333,-77.2385,6D,,,,,Unknown
201252291,2019-08-14 00:45:00,90D,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,9700 BLK  HEDIN DR,SILVER SPRING,H,39.01599,-76.987,3D,,,,,Unknown
201411632,2023-02-02 11:17:00,23C,Shoplifting,LARCENY - SHOPLIFTING,100 BLK  UNIVERSITY BLV,SILVER SPRING,H,39.02006,-77.0136,3D,,,,,Unknown
201387388,2022-08-08 11:50:00,23D,Theft from Building,LARCENY - FROM BLDG,12000 BLK  ROCKVILLE PIK,ROCKVILLE,A,39.05313,-77.1167,1D,,,,,Unknown
201344791,2021-09-09 19:43:00,13B,Simple Assault,ASSAULT - 2ND DEGREE,13600 BLK  GEORGIA AVE,SILVER SPRING,K,39.07828,-77.0718,4D,,,,,Unknown
201376876,2022-05-19 17:42:00,90C,Disorderly Conduct,PUBLIC PEACE - DISORDERLY CONDUCT,600 BLK  UNIVERSITY BLV E,SILVER SPRING,H,39.00254,-76.9957,3D,,,,,Unknown
201376962,2022-05-17 15:10:00,290,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - BUSINESS,5300 BLK  WESTBARD AVE,BETHESDA,E,38.96021,-77.1078,2D,,,,,Unknown
201337359,2021-07-07 19:00:00,290,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,700 BLK  SLIGO AVE,SILVER SPRING,G,38.99075,-77.0165,3D,,,,,Unknown
201286727,2020-05-02 17:50:00,23F,Theft From Motor Vehicle,LARCENY - FROM AUTO,4300 BLK  REGALWOOD TER,BURTONSVILLE,I,39.09892,-76.9208,3D,,,,,Unknown
201381372,2022-06-21 19:18:00,23H,All other Larceny,LARCENY (DESCRIBE OFFENSE),1  BLK  CALYPSO CT,GAITHERSBURG,R,39.16377,-77.1752,6D,,,,,Unknown
201400696,2022-10-14 00:00:00,26B,Credit Card/Automatic Teller Machine Fraud,FRAUD - ILLEGAL USE CREDIT CARDS,1  BLK  DOCENA CT,MONTGOMERY VILLAGE,R,39.16011,-77.2008,6D,,,,,Unknown
201412888,2023-02-04 17:00:00,240,Motor Vehicle Theft,AUTO THEFT - VEHICLE THEFT,13600 BLK  ROBEY RD,SILVER SPRING,I,39.07943,-76.9452,3D,,,,,Unknown
201435810,2023-07-15 13:00:00,290,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,1900 BLK E WEST HWY,SILVER SPRING,D,0.0,0.0,2D,,,,,Unknown
201249251,2019-07-23 17:40:00,90J,Trespass of Real Property,TRESPASSING,9600 BLK  LOST KNIFE RD,GAITHERSBURG,R,39.15237,-77.1983,6D,,,,,Unknown
201318357,2020-12-18 00:00:00,23H,All other Larceny,LARCENY - POSTAL,2600 BLK  OWENS RD,BROOKEVILLE,J,39.16446,-77.0538,4D,,,,,Unknown
201363990,2022-02-06 08:00:00,290,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,9100 BLK  EMORY WOODS TER,GAITHERSBURG,P,39.15879,-77.1867,6D,,,,,Unknown
201306505,2020-10-20 15:15:00,90F,"Family Offenses, NonViolent",FAMILY OFFENSE - NEGLECT CHILD (INCLUDES NONSUPPOR,18700 BLK N FREDERICK AVE,GAITHERSBURG,R,39.1626,-77.2252,6D,,,,,Unknown
201429878,2023-06-06 09:42:00,23F,Theft From Motor Vehicle,LARCENY - FROM AUTO,8400 BLK  GEORGIA AVE,SILVER SPRING,G,38.99349,-77.0267,3D,,,,,Unknown
201284238,2020-04-06 08:50:00,220,Burglary/Breaking and Entering,BURGLARY - FORCED ENTRY-RESIDENTIAL,1200 BLK E WEST HWY,SILVER SPRING,G,39.12378,-77.2033,3D,,,,,Unknown
201407057,2022-12-21 15:34:00,23H,All other Larceny,LARCENY (DESCRIBE OFFENSE),1000 BLK  MILESTONE DR,SILVER SPRING,I,39.04565,-76.992,3D,,,,,Unknown
201235228,2019-04-14 20:00:00,23F,Theft From Motor Vehicle,LARCENY - FROM AUTO,500 BLK  CORAL REEF DR,GAITHERSBURG,P,39.124,-77.2113,6D,,,,,Unknown
201322860,2021-03-11 12:11:00,35A,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,,SILVER SPRING,L,39.04055,-77.0543,4D,,,,,Unknown
201306461,2020-10-20 06:28:00,13A,Aggravated Assault,ASSAULT - AGGRAVATED - FAMILY-OTHER WEAPON,9600 BLK  HARVEST KNOLLS WAY,GAITHERSBURG,M,39.25265,-77.1968,5D,,,,,Unknown
201408569,2022-12-11 00:00:00,90F,"Family Offenses, NonViolent",FAMILY OFFENSE - CRUELTY TOWARD CHILD,18300 BLK  FEATHERTREE WAY,MONTGOMERY VILLAGE,R,39.15881,-77.2076,6D,,,,,Unknown
201336948,2021-07-04 23:31:00,120,Robbery,ROBBERY - KNIFE,,SILVER SPRING,H,39.00069,-76.9894,3D,,,,,Unknown
201267599,2019-11-27 21:05:00,35A,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,,GERMANTOWN,N,39.17603,-77.2458,5D,,,,,Unknown
201314093,2020-12-24 12:40:00,23D,Theft from Building,LARCENY - FROM BLDG,10400 BLK  OLD GEORGETOWN RD,BETHESDA,E,39.02487,-77.1253,2D,,,,,Unknown
201410584,2023-01-26 15:00:00,26A,False Pretenses/Swindle/Confidence Game,FRAUD (DESCRIBE OFFENSE),21100 BLK  SILVER BIRCH LA,GERMANTOWN,M,39.20221,-77.2363,5D,,,,,Unknown
201310965,2020-11-27 21:00:00,240,Motor Vehicle Theft,AUTO THEFT - VEHICLE THEFT,6300 BLK  POE RD,BETHESDA,E,38.99489,-77.1271,2D,,,,,Unknown
201420355,2023-04-01 12:43:00,23C,Shoplifting,LARCENY - SHOPLIFTING,1300 BLK  UNIVERSITY BLV,TAKOMA PARK,T,39.03657,-77.0309,TPPD,,,,,Unknown
201344467,2021-09-04 14:30:00,220,Burglary/Breaking and Entering,BURGLARY - FORCED ENTRY-NONRESIDENTIAL,6900 BLK  WISCONSIN AVE,CHEVY CHASE,D,38.97848,-77.0913,2D,,,,,Unknown
201402687,2022-11-28 20:30:00,23G,Theft of Motor Vehicle Parts or Accessories,LARCENY - AUTO PARTS,3000 BLK  HEWITT AVE,SILVER SPRING,K,39.08036,-77.06,4D,,,,,Unknown
201293508,2020-07-04 21:45:00,290,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,25700 BLK  VALLEY PARK TER,DAMASCUS,M,39.27827,-77.2049,5D,,,,,Unknown
201260963,2019-10-15 16:57:00,90D,Driving Under the Influence,DRIVING UNDER THE INFLUENCE DRUGS,2100 BLK  BEL PRE RD,SILVER SPRING,K,39.09063,-77.0447,4D,,,,,Unknown
201269261,2019-12-09 19:00:00,23F,Theft From Motor Vehicle,LARCENY - FROM AUTO,4000 BLK  HEATHFIELD RD,ROCKVILLE,K,39.08763,-77.0796,4D,,,,,Unknown
201368652,2022-03-17 10:36:00,35A,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,2100 BLK  WOOTTON PKW,ROCKVILLE,B,39.07499,-77.1822,1D,,,,,Unknown
201374535,2022-05-01 21:00:00,240,Motor Vehicle Theft,AUTO THEFT - VEHICLE THEFT,5300 BLK  WATERVIEW DR,ROCKVILLE,K,39.10618,-77.1056,4D,,,,,Unknown
201278083,2020-01-15 00:00:00,26A,False Pretenses/Swindle/Confidence Game,FRAUD - CONFIDENCE GAME,19800 BLK  FILBERT DR,GAITHERSBURG,R,39.18094,-77.1557,6D,,,,,Unknown
201430302,2023-06-09 01:00:00,26B,Credit Card/Automatic Teller Machine Fraud,FRAUD - ILLEGAL USE CREDIT CARDS,11400 BLK  STONEY POINT PL,GERMANTOWN,M,39.18456,-77.2368,5D,,,,,Unknown
201256059,2019-09-03 13:41:00,90J,Trespass of Real Property,TRESPASSING,22700 BLK  CLARKSBURG RD,CLARKSBURG,N,39.2291,-77.2898,5D,,,,,Unknown
201304988,2020-10-05 20:39:00,220,Burglary/Breaking and Entering,BURGLARY - NO FORCED ENTRY-NONRESIDENTIAL,7100 BLK  DEMOCRACY BLV,BETHESDA,E,39.02207,-77.1473,2D,,,,,Unknown
201238313,2019-05-06 23:38:00,35A,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,3000 BLK  FAIRLAND RD,SILVER SPRING,I,39.06764,-76.9499,3D,,,,,Unknown
201377135,2022-05-21 03:00:00,23F,Theft From Motor Vehicle,LARCENY - FROM AUTO,18100 BLK  NORTHERN DANCER LA,BOYDS,N,39.15474,-77.2956,5D,,,,,Unknown
201385758,2022-07-26 03:00:00,26A,False Pretenses/Swindle/Confidence Game,FRAUD - CONFIDENCE GAME,18000 BLK  BLISS DR,POOLESVILLE,B,39.15294,-77.4128,1D,,,,,Unknown
201362861,2022-02-03 15:05:00,23C,Shoplifting,LARCENY - SHOPLIFTING,4100 BLK  ASPEN HILL RD,ROCKVILLE,K,39.08022,-77.0805,4D,,,,,Unknown
201318219,2021-01-27 14:00:00,23F,Theft From Motor Vehicle,LARCENY - FROM AUTO,13100 BLK  TURKEY BRANCH PKW,ROCKVILLE,K,39.06992,-77.0818,4D,,,,,Unknown
201388741,2022-08-19 02:54:00,290,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY (DESCRIBE OFFENSE),11200 BLK  GEORGIA AVE,SILVER SPRING,L,39.03867,-77.0508,4D,,,,,Unknown
201269811,2019-11-29 12:22:00,23H,All other Larceny,LARCENY - FROM SHIPMENT,1  BLK  LORRE CT,ROCKVILLE,A,39.05683,-77.1292,1D,,,,,Unknown
201417215,2023-03-10 10:00:00,23G,Theft of Motor Vehicle Parts or Accessories,LARCENY - AUTO PARTS,800 BLK  CLOPPER RD,GAITHERSBURG,P,39.14451,-77.2254,6D,,,,,Unknown
201382419,2022-06-29 19:00:00,240,Motor Vehicle Theft,AUTO THEFT - VEHICLE THEFT,19500 BLK  CRYSTAL ROCK DR,GERMANTOWN,N,39.17692,-77.2643,5D,,,,,Unknown
201333869,2021-06-08 22:11:00,35A,Drug/Narcotic Violations,DRUGS - COCAINE - POSSESS,1100 BLK  NELSON ST,ROCKVILLE,A,39.09129,-77.1742,1D,,,,,Unknown
201361641,2022-01-24 17:30:00,23F,Theft From Motor Vehicle,LARCENY - FROM AUTO,1  BLK  UPPER ROCK CIR,ROCKVILLE,A,39.1132,-77.185,1D,,,,,Unknown
201279357,2020-01-28 10:01:00,290,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,9400 BLK  SUNNYFIELD CT,POTOMAC,B,39.04046,-77.194,1D,,,,,Unknown
201296432,2020-07-28 12:00:00,290,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,9100 BLK  WALDEN RD,SILVER SPRING,G,39.00535,-77.0042,3D,,,,,Unknown
201245773,2019-06-25 22:00:00,23F,Theft From Motor Vehicle,LARCENY - FROM AUTO,11700 BLK  OREBAUGH AVE,SILVER SPRING,L,39.04704,-77.0365,4D,,,,,Unknown
201363027,2022-02-04 20:59:00,26F,Identity Theft,FRAUD - IDENTITY THEFT,11500 BLK  IDLEWOOD RD,SILVER SPRING,L,39.04432,-77.0841,4D,,,,,Unknown
201448472,2023-10-14 15:15:00,240,Motor Vehicle Theft,AUTO THEFT - VEHICLE THEFT,,GERMANTOWN,N,39.19994,-77.2766,5D,,,,,Unknown
201246916,2019-07-06 01:34:00,90G,Liquor Law Violations,LIQUOR - POSSESS,400 BLK N FREDERICK AVE,GAITHERSBURG,R,39.1457,-77.2037,6D,,,,,Unknown
201420715,2022-07-01 11:37:00,26A,False Pretenses/Swindle/Confidence Game,FRAUD (DESCRIBE OFFENSE),9200 BLK  CORPORATE BLV,ROCKVILLE,P,39.10802,-77.1909,6D,,,,,Unknown
201418815,2023-03-10 13:23:00,23C,Shoplifting,LARCENY - SHOPLIFTING,1700 BLK E JEFFERSON ST,ROCKVILLE,A,39.05848,-77.1264,1D,,,,,Unknown
201427816,2023-05-16 19:38:00,23C,Shoplifting,LARCENY - SHOPLIFTING,10200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,H,39.02224,-76.9774,3D,,,,,Unknown
201268175,2019-12-03 20:00:00,23F,Theft From Motor Vehicle,LARCENY - FROM AUTO,300 BLK  CRESCENDO WAY,SILVER SPRING,H,39.04212,-77.004,3D,,,,,Unknown
201408777,2023-01-13 11:20:00,120,Robbery,ROBBERY (DESCRIBE OFFENSE),200 BLK  RICHARD MONTGOMERY DR,ROCKVILLE,A,39.07946,-77.1446,1D,,,,,Unknown
201409338,2023-01-17 17:00:00,23F,Theft From Motor Vehicle,LARCENY - FROM AUTO,3200 BLK  FERNDALE ST,KENSINGTON,D,39.02674,-77.0646,2D,,,,,Unknown
201255056,2019-09-03 11:42:00,13B,Simple Assault,ASSAULT - 2ND DEGREE,3700 BLK  PLYERS MILL RD,KENSINGTON,D,39.02977,-77.0736,2D,,,,,Unknown
201260248,2019-10-03 10:24:00,13B,Simple Assault,ASSAULT - 2ND DEGREE,200 BLK W DEER PARK RD,GAITHERSBURG,P,39.13356,-77.2033,6D,,,,,Unknown
201234024,2019-04-06 09:53:00,35A,Drug/Narcotic Violations,DRUGS - SYNTHETIC NARCOTIC - POSSESS,2500 BLK  PROSPERITY TER,SILVER SPRING,I,39.06106,-76.9611,3D,,,,,Unknown
201256536,2019-09-13 20:50:00,90D,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,4900 BLK  DEL RAY AVE,BETHESDA,D,38.98986,-77.0988,2D,,,,,Unknown
201376379,2022-05-16 12:48:00,13B,Simple Assault,ASSAULT - 2ND DEGREE,600 BLK  WATKINS MILL RD,GAITHERSBURG,P,39.15812,-77.222,6D,,,,,Unknown
201426044,2023-04-29 19:39:00,23C,Shoplifting,LARCENY - SHOPLIFTING,1  BLK  GRAND CORNER AVE,GAITHERSBURG,P,39.11801,-77.2004,6D,,,,,Unknown
201304069,2020-04-01 15:00:00,23F,Theft From Motor Vehicle,LARCENY - FROM AUTO,3400 BLK  HAMPTON HOLLOW DR,SILVER SPRING,I,39.07638,-76.94,3D,,,,,Unknown
201413252,2023-02-14 10:00:00,23F,Theft From Motor Vehicle,LARCENY - FROM AUTO,3700 BLK  BLACKTHORN CT,CHEVY CHASE,D,38.98759,-77.0742,2D,,,,,Unknown
201395640,2022-10-05 17:00:00,23G,Theft of Motor Vehicle Parts or Accessories,LARCENY - AUTO PARTS,8400 BLK  TAHONA DR,SILVER SPRING,H,38.99772,-76.988,3D,,,,,Unknown
201228245,2019-02-24 22:38:00,90D,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,3800 BLK  BEL PRE RD,SILVER SPRING,K,39.09368,-77.0756,4D,,,,,Unknown
