ARREST_KEY,ARREST_DATE,PD_DESC,KY_CD,OFNS_DESC,ARREST_BORO,ARREST_PRECINCT,AGE_GROUP,PERP_SEX,Latitude,Longitude,Vict Age,Vict Sex,Arrest,City,BlockAddress
268902025,5/26/2023,"PROSTITUTION 4,PROMOTING&SECUR",234,PROSTITUTION & RELATED OFFENSES,K,72,25-44,F,40.64532,-73.999343,,,TRUE,New York,"4212, 8th Avenue, Sunset Park, Brooklyn, Kings County, New York, 11232, United States"
263111247,2/6/2023,"CONTROLLED SUBSTANCE, POSSESSI",117,DANGEROUS DRUGS,K,94,25-44,M,40.71764242,-73.93846124,,,TRUE,New York,"302, Jackson Street, Brooklyn, Kings County, New York, 11211, United States"
266363207,4/8/2023,"DRUG PARAPHERNALIA,   POSSESSE",235,DANGEROUS DRUGS,K,62,25-44,F,40.596347,-73.978964,,,TRUE,New York,"142, Avenue U, Gravesend, Brooklyn, Kings County, New York, 11223, United States"
265667055,3/25/2023,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,Q,109,25-44,F,40.770122,-73.800767,,,TRUE,New York,"29-28, 164th Street, Koreatown, Queens, New York, 11358, United States"
265395354,3/20/2023,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,S,123,25-44,M,40.527799,-74.232402,,,TRUE,New York,"2955, Veterans Road West, Staten Island, New York, 10309, United States"
264442494,3/2/2023,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,B,52,25-44,F,40.867644,-73.907306,,,TRUE,New York,"2545, Sedgwick Avenue, Kingsbridge Heights, The Bronx, New York, 10463, United States"
262504456,1/25/2023,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,K,90,25-44,M,40.707465,-73.960541,,,TRUE,New York,"174, Division Avenue, Brooklyn, Kings County, New York, 11211, United States"
266058699,4/2/2023,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,M,14,25-44,M,40.751591,-73.992043,,,TRUE,New York,"243, West 34th Street, Manhattan Community Board 5, Manhattan, New York County, New York, 10001, United States"
266456050,4/10/2023,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,B,44,25-44,M,40.822622,-73.930942,,,TRUE,New York,"Bronx Terminal Market, 610, Exterior Street, The Bronx, New York, 10451, United States"
263267634,2/9/2023,"FRAUD,UNCLASSIFIED-FELONY",112,THEFT-FRAUD,Q,109,25-44,M,40.76658,-73.837007,,,TRUE,New York,"132-18, 32nd Avenue, Queens, New York, 11354, United States"
262917087,2/2/2023,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,M,13,45-64,M,40.737074,-73.982962,,,TRUE,New York,"224, East 21st Street, Manhattan Community Board 6, Manhattan, New York County, New York, 10010, United States"
262791639,1/31/2023,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,K,63,25-44,F,40.61957153,-73.93353752,,,TRUE,New York,"4222, Avenue P, Flatlands, Brooklyn, Kings County, New York, 11234, United States"
264161829,2/24/2023,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,K,70,25-44,M,40.640064,-73.955203,,,TRUE,New York,"1233, Flatbush Avenue, Brooklyn, Kings County, New York, 11226, United States"
262686636,1/29/2023,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,B,40,25-44,M,40.812604,-73.924256,,,TRUE,New York,"3rd Avenue & East 140th Street, Third Avenue, Mott Haven, The Bronx, New York, 10451, United States"
262113399,1/18/2023,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,M,1,45-64,M,40.720528,-74.007582,,,TRUE,New York,"28, Ericsson Place, Manhattan Community Board 1, Manhattan, New York County, New York, 10013, United States"
262089214,1/18/2023,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,M,1,<18,M,40.720528,-74.007582,,,TRUE,New York,"28, Ericsson Place, Manhattan Community Board 1, Manhattan, New York County, New York, 10013, United States"
267781803,5/5/2023,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,K,94,45-64,M,40.7213624,-73.94554676,,,TRUE,New York,"158, Newton Street, Greenpoint, Brooklyn, Kings County, New York, 11222, United States"
261919461,1/14/2023,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,K,73,65+,M,40.65668534,-73.9045307,,,TRUE,New York,"185, Hegeman Avenue, Brooklyn, Kings County, New York, 11212, United States"
266100871,4/3/2023,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,B,40,45-64,M,40.810391,-73.924895,,,TRUE,New York,"261, Alexander Avenue, The Bronx, New York, 10454, United States"
270204314,6/21/2023,CRIMINAL POSSESSION WEAPON,118,DANGEROUS WEAPONS,B,41,18-24,M,40.820276,-73.896006,,,TRUE,New York,"928, Kelly Street, The Bronx, New York, 10459, United States"
261661848,1/10/2023,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,Q,105,45-64,M,40.720127,-73.755429,,,TRUE,New York,"89-33, 209th Street, Bellaire, Queens, New York, 11427, United States"
266449682,4/10/2023,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,M,7,25-44,F,40.716074,-73.987128,,,TRUE,New York,"Spectrum, 396, Grand Street, Manhattan Community Board 3, Manhattan, New York County, New York, 10002, United States"
262182140,1/19/2023,"CONTROLLED SUBSTANCE,POSSESS.",117,DANGEROUS DRUGS,S,120,25-44,M,40.616409,-74.079354,,,TRUE,New York,"214, Osgood Avenue, Fox Hills, Staten Island, New York, 10304, United States"
261406354,1/5/2023,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,B,44,25-44,M,40.837774,-73.919455,,,TRUE,New York,"2, East 169th Street, High Bridge, The Bronx, New York, 10452, United States"
263854337,2/18/2023,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,Q,105,45-64,F,40.724632,-73.732154,,,TRUE,New York,"92-69, 224th Street, Queens Village, Queens, New York, 11428, United States"
263403428,2/10/2023,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,K,79,25-44,M,40.688736,-73.944984,,,TRUE,New York,"New York City Police Department - 79th Precinct, 263, Tompkins Avenue, Bedford-Stuyvesant, Brooklyn, Kings County, New York, 11216, United States"
268855602,5/25/2023,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,Q,114,25-44,U,40.760288,-73.921796,,,TRUE,New York,"35-09, Broadway, Queens, New York, 11106, United States"
267184362,4/24/2023,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,Q,103,18-24,M,40.7068328,-73.78337046,,,TRUE,New York,"177-01, 93rd Avenue, Hillside, Queens, New York, 11433, United States"
261503930,1/6/2023,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,K,75,25-44,M,40.682411,-73.872782,,,TRUE,New York,"171, Pine Street, Brooklyn, Kings County, New York, 11208, United States"
265522943,3/22/2023,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,K,76,25-44,M,40.68037,-73.994772,,,TRUE,New York,"Carroll Street (F,G), 2nd Street, Carroll Gardens, Brooklyn, Kings County, New York, 11231, United States"
264796221,3/9/2023,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,B,44,25-44,F,40.835019,-73.928198,,,TRUE,New York,"FDNY EMS Station 17, 1080, Ogden Avenue, High Bridge, The Bronx, New York, 10452, United States"
264616462,3/5/2023,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,M,14,25-44,M,40.746348,-73.989329,,,TRUE,New York,"43, West 29th Street, Manhattan Community Board 5, Manhattan, New York County, New York, 10001, United States"
262561459,1/26/2023,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,Q,111,18-24,M,40.76695666,-73.78184638,,,TRUE,New York,"35-06, 206th Street, Bayside, Queens, New York, 11361, United States"
261586152,1/8/2023,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,B,48,25-44,M,40.84708056,-73.88669493,,,TRUE,New York,"753, East 180th Street, East Tremont, The Bronx, New York, 10457, United States"
262755975,1/31/2023,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,M,34,25-44,M,40.851104,-73.935254,,,TRUE,New York,"TEP Early Childhood, 4280, Broadway, Fort George, Manhattan, New York County, New York, 10033, United States"
262100675,1/18/2023,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,M,5,25-44,M,40.715949,-73.997351,,,TRUE,New York,"15, Elizabeth Street, Five Points, Manhattan, New York County, New York, 10013, United States"
263926382,2/20/2023,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,M,28,<18,M,40.807639,-73.951162,,,TRUE,New York,"232, West 122nd Street, Manhattan Community Board 10, Manhattan, New York County, New York, 10027, United States"
268454736,5/18/2023,STRANGULATION 1ST,106,FELONY ASSAULT,B,43,25-44,M,40.824472,-73.862728,,,TRUE,New York,"935, Thieriot Avenue, Clason Point, The Bronx, New York, 10473, United States"
269772667,6/13/2023,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,M,7,25-44,M,40.716517,-73.983411,,,TRUE,New York,"FDNY Engine 15/Ladder 18/Battalion 4, 25, Pitt Street, Lower East Side, Manhattan, New York County, New York, 10002, United States"
270077913,6/19/2023,CRIMINAL CONTEMPT 1,126,MISCELLANEOUS PENAL LAW,M,34,25-44,M,40.857279,-73.932337,,,TRUE,New York,"Broadway & West 192nd Street, Broadway, Hudson Heights, Manhattan, New York County, New York, 10034, United States"
269339034,6/5/2023,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,K,79,25-44,M,40.688736,-73.944984,,,TRUE,New York,"New York City Police Department - 79th Precinct, 263, Tompkins Avenue, Bedford-Stuyvesant, Brooklyn, Kings County, New York, 11216, United States"
262784227,1/31/2023,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,K,76,25-44,M,40.681323,-73.994128,,,TRUE,New York,"313, Smith Street, Boerum Hill, Brooklyn, Kings County, New York, 11231, United States"
266472962,4/10/2023,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER OFFENSES RELATED TO THEF,M,34,25-44,M,40.86769182,-73.92121361,,,TRUE,New York,"604, West 207th Street, Manhattan Community Board 12, Manhattan, New York County, New York, 10034, United States"
263990696,2/21/2023,CRIMINAL POSSESSION WEAPON,118,DANGEROUS WEAPONS,B,46,18-24,F,40.849604,-73.916692,,,TRUE,New York,"Mobil, University Avenue, Morris Heights, The Bronx, New York, 10453, United States"
267801642,5/5/2023,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,K,67,45-64,M,40.64249805,-73.92356585,,,TRUE,New York,"5532, Avenue D, Brooklyn Community District 17, Brooklyn, Kings County, New York, 11203, United States"
261209116,1/1/2023,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,B,44,25-44,F,40.842648,-73.906403,,,TRUE,New York,"Mount Eden Parkway, The Bronx, New York, 10457, United States"
268623402,5/22/2023,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,K,78,25-44,U,40.678512,-73.983807,,,TRUE,New York,"630, Sackett Street, Park Slope, Brooklyn, Kings County, New York, 11217, United States"
270445398,6/27/2023,"STOLEN PROPERTY 3,POSSESSION",232,POSSESSION OF STOLEN PROPERTY,S,121,25-44,M,40.62240227,-74.16793382,,,TRUE,New York,"96A, Wolkoff Lane, Staten Island, New York, 10303, United States"
262490541,1/25/2023,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,Q,103,45-64,M,40.70303439,-73.79712405,,,TRUE,New York,"160-31, Archer Avenue, Jamaica, Queens, New York, 11433, United States"
269645911,6/10/2023,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,K,70,45-64,F,40.63835848,-73.9609746,,,TRUE,New York,"1721, Ditmas Avenue, Ditmas Park, Brooklyn, Kings County, New York, 11226, United States"
269616572,6/10/2023,CRIMINAL POSSESSION WEAPON,118,DANGEROUS WEAPONS,B,46,25-44,M,40.84731906,-73.91147152,,,TRUE,New York,"55, East 175th Street, Tremont, The Bronx, New York, 10453, United States"
266597222,4/12/2023,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,B,52,45-64,M,40.873944,-73.908788,,,TRUE,New York,"Applebee's, 68, West 225th Street, Marble Hill, Manhattan, New York County, New York, 10463, United States"
267623727,5/3/2023,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,B,41,25-44,U,40.81620584,-73.89600119,,,TRUE,New York,"1035, Longwood Avenue, The Bronx, New York, 10459, United States"
263410666,2/11/2023,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,M,9,18-24,M,40.7222418,-73.9862873,,,TRUE,New York,"Essex Street, Lower East Side, Manhattan, New York County, New York, 10002, United States"
265915656,3/30/2023,STRANGULATION 1ST,106,FELONY ASSAULT,M,9,25-44,M,40.726278,-73.987794,,,TRUE,New York,"325, East 5th Street, Manhattan Community Board 3, Manhattan, New York County, New York, 10003, United States"
269332262,6/5/2023,CRIMINAL MIS 2 & 3,121,CRIMINAL MISCHIEF & RELATED OF,M,1,25-44,M,40.70237,-74.011336,,,TRUE,New York,"Broad Street & Water Street, Broad Street, Financial District, Manhattan, New York County, New York, 10004, United States"
270480239,6/27/2023,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,B,44,25-44,M,40.8350523,-73.92613809,,,TRUE,New York,"85, West 166th Street, High Bridge, The Bronx, New York, 10452, United States"
266358012,4/8/2023,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,B,44,<18,M,40.827453,-73.921424,,,TRUE,New York,"185, East 162nd Street, The Bronx, New York, 10451, United States"
267355701,4/27/2023,CRIMINAL POSSESSION WEAPON,118,DANGEROUS WEAPONS,K,71,45-64,M,40.664154,-73.946814,,,TRUE,New York,"460, Empire Boulevard, Crown Heights, Brooklyn, Kings County, New York, 11225, United States"
261883515,1/13/2023,"FORGERY,ETC.,UNCLASSIFIED-FELO",113,FORGERY,B,52,45-64,M,40.86502025,-73.89275994,,,TRUE,New York,"2645, Briggs Avenue, Bedford Park, The Bronx, New York, 10458, United States"
261352567,1/4/2023,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,B,47,25-44,M,40.8713,-73.85942709,,,TRUE,New York,"3202, Colden Avenue, Williams Bridge, The Bronx, New York, 10469, United States"
269001760,5/29/2023,"PUBLIC ADMINISTATION,UNCLASS M",359,OFFENSES AGAINST PUBLIC ADMINI,K,81,25-44,M,40.68499,-73.938444,,,TRUE,New York,"354, Marcus Garvey Boulevard, Sumner Houses, Brooklyn, Kings County, New York, 11221, United States"
262285903,1/21/2023,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,M,25,25-44,M,40.801455,-73.937457,,,TRUE,New York,"2231, 3rd Avenue, East Harlem, Manhattan, New York County, New York, 10035, United States"
262525103,1/26/2023,STRANGULATION 1ST,106,FELONY ASSAULT,M,14,25-44,M,40.757372,-73.984125,,,TRUE,New York,"Hyatt Centric Times Square, 135, West 45th Street, Hell's Kitchen, Times Square, Manhattan, New York County, New York, 10036, United States"
262223836,1/20/2023,"TRAFFIC,UNCLASSIFIED INFRACTIO",881,OTHER TRAFFIC INFRACTION,M,20,18-24,M,40.77411506,-73.98862703,,,TRUE,New York,"75, West End Avenue, Manhattan Community Board 7, Manhattan, New York County, New York, 10023, United States"
263152289,2/7/2023,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,M,33,45-64,F,40.840775,-73.936253,,,TRUE,New York,"2204, Amsterdam Avenue, Manhattan Community Board 12, Manhattan, New York County, New York, 10032, United States"
269306009,6/4/2023,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,Q,113,25-44,M,40.680077,-73.775929,,,TRUE,New York,"167-02, Baisley Boulevard, Rochdale Village, Queens, New York, 11434, United States"
264432029,3/2/2023,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,B,46,45-64,M,40.853578,-73.900591,,,TRUE,New York,"2105, Ryer Avenue, Fordham, The Bronx, New York, 10457, United States"
270265031,6/22/2023,"LARCENY,GRAND OF AUTO",110,GRAND LARCENY OF MOTOR VEHICLE,K,69,18-24,M,40.63835096,-73.90888428,,,TRUE,New York,"Flatlands Avenue, Canarsie, Brooklyn, Kings County, New York, 11208, United States"
268425435,5/17/2023,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,B,43,<18,M,40.8284182,-73.86067398,,,TRUE,New York,"White Plains Road & Watson Avenue, White Plains Road, The Bronx, New York, 10470, United States"
269677509,6/11/2023,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,K,63,25-44,M,40.628508,-73.941384,,,TRUE,New York,"1823, Brooklyn Avenue, Flatlands, Brooklyn, Kings County, New York, 11210, United States"
263334360,2/9/2023,"CONTEMPT,CRIMINAL",359,OFFENSES AGAINST PUBLIC ADMINI,Q,103,25-44,M,40.707439,-73.792139,,,TRUE,New York,"168-16, 91st Avenue, Hillside, Queens, New York, 11432, United States"
261445750,1/5/2023,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,S,120,25-44,M,40.63456395,-74.0968644,,,TRUE,New York,"Intermediate School 61, Brighton Avenue, Hamilton Park, Staten Island, New York, 10301, United States"
263215292,2/8/2023,STRANGULATION 1ST,106,FELONY ASSAULT,Q,101,25-44,M,40.599125,-73.756537,,,TRUE,New York,"22-04, Collier Avenue, Wave Crest, Queens, New York, 11691, United States"
265073926,3/14/2023,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,K,94,25-44,M,40.726956,-73.953115,,,TRUE,New York,"96, Meserole Avenue, Greenpoint, Brooklyn, Kings County, New York, 11222, United States"
263796299,2/17/2023,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,M,14,45-64,M,40.753455,-73.994398,,,TRUE,New York,"335, West 35th Street, Manhattan Community Board 4, Manhattan, New York County, New York, 10018, United States"
268714322,5/23/2023,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,K,61,65+,M,40.587597,-73.991814,,,TRUE,New York,"6, Belt Parkway, Bath Beach, Brooklyn, Kings County, New York, 11224, United States"
268355715,5/16/2023,"CONTROLLED SUBSTANCE,INTENT TO",117,DANGEROUS DRUGS,B,40,25-44,M,40.81587468,-73.92568972,,,TRUE,New York,"223, East 144th Street, The Bronx, New York, 10451, United States"
269233662,6/2/2023,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,K,76,45-64,M,40.676306,-74.005935,,,TRUE,New York,"22, Mill Street, Red Hook Houses, Brooklyn, Kings County, New York, 11231, United States"
264025602,2/22/2023,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,CRIMINAL MISCHIEF & RELATED OF,B,40,25-44,M,40.810391,-73.924895,,,TRUE,New York,"261, Alexander Avenue, The Bronx, New York, 10454, United States"
270193569,6/21/2023,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,B,40,45-64,M,40.815318,-73.915863,,,TRUE,New York,"Triangle Plaza Hub, 459, East 149th Street, Mott Haven, The Bronx, New York, 10455, United States"
261801491,1/12/2023,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,K,68,45-64,M,40.62769289,-74.01050141,,,TRUE,New York,"1002, Bay Ridge Avenue, Dyker Heights, Brooklyn, Kings County, New York, 11228, United States"
265485899,3/22/2023,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,S,120,25-44,F,40.62186006,-74.07206261,,,TRUE,New York,"8, Norwood Avenue, Clifton, Staten Island, New York, 10304, United States"
270102320,6/20/2023,"CONTROLLED SUBSTANCE,INTENT TO",117,DANGEROUS DRUGS,K,77,45-64,M,40.674593,-73.930572,,,TRUE,New York,"126, Utica Avenue, Brooklyn, Kings County, New York, 11213, United States"
262960250,2/3/2023,CRIMINAL MIS 2 & 3,121,CRIMINAL MISCHIEF & RELATED OF,Q,113,25-44,M,40.680077,-73.775929,,,TRUE,New York,"167-02, Baisley Boulevard, Rochdale Village, Queens, New York, 11434, United States"
265059577,3/14/2023,FORCIBLE TOUCHING,233,SEX CRIMES,K,88,25-44,M,40.6902236,-73.96027859,,,TRUE,New York,"NYPD 88th Precinct, 298, Classon Avenue, Clinton Hill, Brooklyn, Kings County, New York, 11205, United States"
268777941,5/24/2023,ASSAULT POLICE/PEACE OFFICER,106,FELONY ASSAULT,M,5,25-44,U,40.716456,-74.002318,,,TRUE,New York,"60, Lafayette Street, Lower Manhattan, Chinatown, Manhattan, New York County, New York, 10013, United States"
266536048,4/12/2023,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,B,45,25-44,F,40.83787,-73.834734,,,TRUE,New York,"3144, East Tremont Avenue, Middletown, The Bronx, New York, 10461, United States"
267799838,5/5/2023,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,M,6,45-64,F,40.735027,-73.991235,,,TRUE,New York,"Union Square, Union Square East, Union Square, Manhattan, New York County, New York, 10003, United States"
263009249,2/4/2023,CRIMINAL MIS 2 & 3,121,CRIMINAL MISCHIEF & RELATED OF,B,47,45-64,M,40.875335,-73.869764,,,TRUE,New York,"634, Magenta Street, Williams Bridge, The Bronx, New York, 10467, United States"
268176016,5/12/2023,CRIMINAL POSSESSION WEAPON,118,DANGEROUS WEAPONS,K,75,18-24,M,40.670562,-73.870741,,,TRUE,New York,"669, Euclid Avenue, Brooklyn, Kings County, New York, 11208, United States"
267434893,4/28/2023,CRIMINAL MIS 2 & 3,121,CRIMINAL MISCHIEF & RELATED OF,B,50,25-44,M,40.884603,-73.910338,,,TRUE,New York,"3241, Johnson Avenue, The Bronx, New York County, New York, 10463, United States"
270415536,6/26/2023,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER OFFENSES RELATED TO THEF,B,40,25-44,M,40.81606683945181,-73.91764393,,,TRUE,New York,"3rd Avenue–149th Street, 3rd Avenue, The Bronx, New York, 10451, United States"
267540751,5/1/2023,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,M,25,25-44,F,40.80093037,-73.94109824,,,TRUE,New York,"NYPD 25th Precinct, 120, East 119th Street, Manhattan Community Board 11, Manhattan, New York County, New York, 10035, United States"
270587643,6/29/2023,"CONTROLLED SUBSTANCE,SALE 3",117,DANGEROUS DRUGS,Q,106,25-44,F,40.674581,-73.803937,,,TRUE,New York,"134-14, Rockaway Boulevard, Queens, New York, 11420, United States"
265615962,3/24/2023,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,K,71,45-64,M,40.6645136,-73.95378627,,,TRUE,New York,"220, Sullivan Place, Crown Heights, Brooklyn, Kings County, New York, 11225, United States"
269008097,5/30/2023,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,Q,114,25-44,M,40.75693969,-73.93463131,,,TRUE,New York,"24-15, 37th Avenue, Ravenswood, Queens, New York, 11106, United States"
265687977,3/26/2023,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,M,17,45-64,F,40.756789,-73.97111,,,TRUE,New York,"FDNY Engine 8/Ladder 2/Battalion 8, 165, East 51st Street, Manhattan Community Board 6, Manhattan, New York County, New York, 10022, United States"
261998746,1/16/2023,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,B,46,25-44,F,40.853578,-73.900591,,,TRUE,New York,"2105, Ryer Avenue, Fordham, The Bronx, New York, 10457, United States"
267620467,5/2/2023,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,M,23,45-64,M,40.78769269,-73.94147685,,,TRUE,New York,"1st Avenue, East Harlem, Manhattan, New York County, New York, 10029-6408, United States"
263610631,2/15/2023,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,Q,113,45-64,M,40.677549,-73.79104,,,TRUE,New York,"Sutphin Boulevard & 120th Avenue, Sutphin Boulevard, Cedar Manor, Queens, New York, 11434, United States"
262036487,1/17/2023,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,K,73,25-44,M,40.67858725,-73.90612894,,,TRUE,New York,"81, Truxton Street, Ocean Hill, Brooklyn, Kings County, New York, 11233, United States"
264970485,3/11/2023,"CONTROLLED SUBSTANCE,INTENT TO",117,DANGEROUS DRUGS,K,73,25-44,M,40.655923,-73.90965,,,TRUE,New York,"55, Hegeman Avenue, Brooklyn, Kings County, New York, 11212, United States"
266650356,4/13/2023,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER OFFENSES RELATED TO THEF,B,48,25-44,M,40.84023133,-73.8801001,,,TRUE,New York,"East Tremont Avenue & Boston Road, East Tremont Avenue, West Farms, The Bronx, New York, 10461, United States"
264649201,3/6/2023,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,B,45,45-64,M,40.842746,-73.848202,,,TRUE,New York,"1640, Overing Street, The Bronx, New York, 10461, United States"
263111227,2/6/2023,ASSAULT POLICE/PEACE OFFICER,106,FELONY ASSAULT,B,50,45-64,M,40.872122,-73.903371,,,TRUE,New York,"2739B, Kingsbridge Terrace, Kingsbridge Heights, The Bronx, New York, 10463, United States"
262784214,1/31/2023,CRIMINAL POSSESSION WEAPON,118,DANGEROUS WEAPONS,B,49,18-24,M,40.861752,-73.838974,,,TRUE,New York,"2432, Kingsland Avenue, Baychester, The Bronx, New York, 10469, United States"
267525385,5/1/2023,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,B,48,45-64,M,40.844144,-73.900499,,,TRUE,New York,"450, Cross Bronx Exwy Service Road, East Tremont, The Bronx, New York, 10457, United States"
268021987,5/10/2023,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,M,1,25-44,M,40.720528,-74.007582,,,TRUE,New York,"28, Ericsson Place, Manhattan Community Board 1, Manhattan, New York County, New York, 10013, United States"
266689763,4/14/2023,STRANGULATION 1ST,106,FELONY ASSAULT,B,52,25-44,M,40.869067,-73.8806,,,TRUE,New York,"Webster Avenue & Botanical Square North, Webster Avenue, Bedford Park, The Bronx, New York, 10470, United States"
264442507,3/2/2023,"CONTEMPT,CRIMINAL",359,OFFENSES AGAINST PUBLIC ADMINI,M,34,25-44,F,40.851104,-73.935254,,,TRUE,New York,"TEP Early Childhood, 4280, Broadway, Fort George, Manhattan, New York County, New York, 10033, United States"
269169975,6/1/2023,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,M,5,25-44,M,40.716337,-74.001251,,,TRUE,New York,"Manhattan Civil Courthouse, 111, Centre Street, Lower Manhattan, Chinatown, Manhattan, New York County, New York, 10013, United States"
267746911,5/4/2023,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,S,123,18-24,M,40.526166,-74.201851,,,TRUE,New York,"Amboy Road, Princes Bay, Staten Island, New York, 10309, United States"
266550518,4/12/2023,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,B,42,25-44,M,40.822355,-73.911463,,,TRUE,New York,"830, Washington Avenue, Melrose, The Bronx, New York, 10451, United States"
261548471,1/7/2023,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,M,9,25-44,M,40.725485,-73.986824,,,TRUE,New York,"1st Avenue & East 4th Street, 1st Avenue, Manhattan Community Board 3, Manhattan, New York County, New York, 10002-1013, United States"
