ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
262541418,2023-01-26,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,K,90,0,45-64,M,WHITE HISPANIC,998016,196598,40.706283,-73.950348,POINT (-73.950348 40.706283)
262030357,2023-01-17,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,B,41,0,18-24,M,BLACK,1013879,240033,40.825463,-73.89294,POINT (-73.89294 40.825463)
269103066,2023-05-31,502.0,"CONTROLLED SUBSTANCE,POSSESS.",117.0,DANGEROUS DRUGS,PL 2201610,F,B,45,0,18-24,M,WHITE HISPANIC,1027013,246680,40.843652,-73.845442,POINT (-73.845442 40.843652)
263731581,2023-02-16,105.0,STRANGULATION 1ST,106.0,FELONY ASSAULT,PL 1211300,F,S,120,0,25-44,M,WHITE HISPANIC,948563,169219,40.631073,-74.128569,POINT (-74.128569 40.631073)
263734877,2023-02-16,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 160102A,F,Q,104,0,<18,M,BLACK,1023129,198652,40.71184513,-73.85975977,POINT (-73.85975977 40.71184513)
264777281,2023-03-09,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,14,1,25-44,M,BLACK,987078,215157,40.75723226,-73.98979219,POINT (-73.98979219 40.75723226)
264171739,2023-02-24,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,B,42,0,25-44,F,WHITE HISPANIC,1010969,245307,40.839947,-73.903435,POINT (-73.903435 40.839947)
265744201,2023-03-27,681.0,"CHILD, ENDANGERING WELFARE",233.0,SEX CRIMES,PL 2601001,M,B,40,0,25-44,M,BLACK,1005028,234516,40.8103518634571,-73.924942325642,POINT (-73.924942325642 40.8103518634571)
270499883,2023-06-28,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,72,0,25-44,M,WHITE HISPANIC,979931,172470,40.640065824387015,-74.01556227591793,POINT (-74.01556227591793 40.640065824387015)
268939027,2023-05-28,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,78,0,25-44,M,BLACK HISPANIC,987703,182528,40.667675,-73.987552,POINT (-73.987552 40.667675)
263249325,2023-02-08,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,K,84,0,25-44,M,WHITE HISPANIC,988474,190817,40.690427,-73.984768,POINT (-73.984768 40.690427)
262289696,2023-01-21,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELO",113.0,FORGERY,PL 1701501,F,B,42,0,25-44,M,BLACK,1009703,242326,40.83176758,-73.90802316,POINT (-73.90802316 40.83176758)
267808398,2023-05-05,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",351.0,CRIMINAL MISCHIEF & RELATED OF,PL 1456002,M,M,34,0,25-44,M,BLACK,1002161,249364,40.851104,-73.935254,POINT (-73.935254 40.851104)
263752885,2023-02-16,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,Q,110,0,25-44,M,BLACK,1018896,207065,40.734955,-73.874983,POINT (-73.874983 40.734955)
270383098,2023-06-25,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200508,F,K,60,0,25-44,F,BLACK,990784,149362,40.5766459780433,-73.9764803960699,POINT (-73.9764803960699 40.5766459780433)
268908082,2023-05-27,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,33,0,18-24,F,WHITE HISPANIC,999106,243916,40.836156,-73.94631,POINT (-73.94631 40.836156)
264718004,2023-03-08,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,K,76,0,25-44,M,BLACK HISPANIC,986594,188888,40.685131,-73.991547,POINT (-73.991547 40.685131)
266867898,2023-04-18,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200512,F,Q,109,0,25-44,M,ASIAN / PACIFIC ISLANDER,1032084,216954,40.762037,-73.827328,POINT (-73.827328 40.762037)
267872478,2023-05-07,759.0,"PUBLIC ADMINISTATION,UNCLASS M",359.0,OFFENSES AGAINST PUBLIC ADMINI,PL 1950500,M,B,52,0,18-24,M,WHITE HISPANIC,1011834,253994,40.86378638,-73.9002746,POINT (-73.9002746 40.86378638)
269151843,2023-06-01,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,28,0,25-44,F,BLACK,997439,233857,40.80855,-73.952355,POINT (-73.952355 40.80855)
266878873,2023-04-18,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,48,0,45-64,F,BLACK,1015900,247717,40.84654426,-73.8856043,POINT (-73.8856043 40.84654426)
270481421,2023-06-27,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,Q,106,0,25-44,M,BLACK,1028604,187929,40.682389,-73.840079,POINT (-73.840079 40.682389)
261336465,2023-01-04,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200600,F,Q,113,0,25-44,M,WHITE HISPANIC,1046399,187126,40.680077,-73.775929,POINT (-73.775929 40.680077)
264167674,2023-02-24,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,K,84,0,45-64,F,WHITE,988174,190975,40.690859,-73.985848,POINT (-73.985848 40.690859)
267719992,2023-05-04,503.0,"CONTROLLED SUBSTANCE,INTENT TO",117.0,DANGEROUS DRUGS,PL 2201601,F,M,7,0,45-64,M,BLACK,987521,201066,40.7185558,-73.98820001,POINT (-73.98820001 40.7185558)
270089091,2023-06-20,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,46,0,45-64,M,BLACK,1011750,250274,40.853578,-73.900591,POINT (-73.900591 40.853578)
266470386,2023-04-10,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351.0,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,K,73,0,<18,M,BLACK,1008200,181869,40.665835,-73.913669,POINT (-73.913669 40.665835)
269052895,2023-05-30,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,18,0,25-44,F,BLACK HISPANIC,988210,218129,40.76539,-73.985702,POINT (-73.985702 40.76539)
268451437,2023-05-18,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,B,43,0,18-24,M,BLACK HISPANIC,1020183,239282,40.823378,-73.870168,POINT (-73.870168 40.823378)
266854788,2023-04-18,268.0,CRIMINAL MIS 2 & 3,121.0,CRIMINAL MISCHIEF & RELATED OF,PL 1451000,F,Q,113,0,45-64,M,BLACK,1046399,187126,40.680077,-73.775929,POINT (-73.775929 40.680077)
269677521,2023-06-11,105.0,STRANGULATION 1ST,106.0,FELONY ASSAULT,PL 1211200,F,Q,105,0,25-44,M,ASIAN / PACIFIC ISLANDER,1065258,205525,40.730425,-73.707714,POINT (-73.707714 40.730425)
270040187,2023-06-19,681.0,"CHILD, ENDANGERING WELFARE",233.0,SEX CRIMES,PL 2601001,M,Q,105,0,25-44,M,BLACK,1057738,204079,40.7265293769835,-73.7348645378882,POINT (-73.7348645378882 40.7265293769835)
265012783,2023-03-13,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 120000H,F,B,45,0,25-44,F,WHITE,1042085,251443,40.856641,-73.790927,POINT (-73.790927 40.856641)
262422442,2023-01-24,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,B,40,0,45-64,M,BLACK,1007667,237199,40.817703,-73.915395,POINT (-73.915395 40.817703)
268221075,2023-05-14,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,110,0,18-24,M,WHITE HISPANIC,1020232,210719,40.744981,-73.870144,POINT (-73.870144 40.744981)
263444736,2023-02-11,705.0,"FORGERY,ETC.-MISD.",358.0,OFFENSES INVOLVING FRAUD,PL 1702000,M,B,41,0,25-44,M,BLACK HISPANIC,1014065,238093,40.820137,-73.892278,POINT (-73.892278 40.820137)
262850290,2023-02-01,113.0,"MENACING,UNCLASSIFIED",344.0,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,M,33,0,45-64,F,BLACK HISPANIC,1001528,244950,40.838991,-73.937557,POINT (-73.937557 40.838991)
270028833,2023-06-18,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,B,52,0,18-24,M,BLACK,1017273,255924,40.869067,-73.8806,POINT (-73.8806 40.869067)
266147568,2023-04-04,511.0,"CONTROLLED SUBSTANCE, POSSESSI",235.0,DANGEROUS DRUGS,PL 2200300,M,M,25,0,65+,M,BLACK,1001797,232215,40.804037,-73.936617,POINT (-73.936617 40.804037)
269825491,2023-06-14,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,B,52,0,18-24,U,ASIAN / PACIFIC ISLANDER,1013073,254152,40.86421608,-73.89579452,POINT (-73.89579452 40.86421608)
261544943,2023-01-07,792.0,CRIMINAL POSSESSION WEAPON,118.0,DANGEROUS WEAPONS,PL 265031C,F,Q,105,0,25-44,M,BLACK,1056927,192064,40.69355,-73.737918,POINT (-73.737918 40.69355)
268111576,2023-05-11,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,Q,101,0,25-44,M,BLACK,1052231,160995,40.60830964,-73.75516619,POINT (-73.75516619 40.60830964)
264731615,2023-03-08,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351.0,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,Q,105,0,25-44,M,BLACK,1057766,203992,40.726284,-73.73476,POINT (-73.73476 40.726284)
268653850,2023-05-22,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,63,0,25-44,M,BLACK HISPANIC,1010009,156408,40.595944,-73.907243,POINT (-73.907243 40.595944)
261987214,2023-01-16,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200501,F,K,79,2,25-44,F,BLACK,998286,189884,40.687855,-73.949388,POINT (-73.949388 40.687855)
267365511,2023-04-27,764.0,BAIL JUMPING 1 & 2,126.0,MISCELLANEOUS PENAL LAW,PL 2155600,F,Q,102,0,25-44,M,ASIAN / PACIFIC ISLANDER,1032501,198800,40.712206,-73.825952,POINT (-73.825952 40.712206)
269227791,2023-06-02,106.0,ASSAULT POLICE/PEACE OFFICER,106.0,FELONY ASSAULT,PL 1200800,F,Q,113,0,25-44,F,BLACK,1044231,185386,40.675317,-73.783761,POINT (-73.783761 40.675317)
264436078,2023-03-02,105.0,STRANGULATION 1ST,106.0,FELONY ASSAULT,PL 1211200,F,K,60,0,25-44,M,BLACK,990796,149587,40.577258,-73.976436,POINT (-73.976436 40.577258)
262812052,2023-01-31,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,B,41,1,25-44,M,WHITE HISPANIC,1014377,238257,40.820585,-73.891149,POINT (-73.891149 40.820585)
266424090,2023-04-09,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,46,1,25-44,M,BLACK,1009886,250359,40.85381528,-73.90733117,POINT (-73.90733117 40.85381528)
269300120,2023-06-04,494.0,"STOLEN PROPERTY 2,1,POSSESSION",111.0,POSSESSION OF STOLEN PROPERTY,PL 1655200,F,K,81,0,25-44,M,BLACK,1002598,192724,40.695641,-73.933833,POINT (-73.933833 40.695641)
262662550,2023-01-28,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601502,F,K,60,0,<18,M,WHITE HISPANIC,990796,149587,40.577258,-73.976436,POINT (-73.976436 40.577258)
267719970,2023-05-04,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,49,1,25-44,M,WHITE HISPANIC,1020937,254605,40.86543025,-73.8673609,POINT (-73.8673609 40.86543025)
267900004,2023-05-08,113.0,"MENACING,UNCLASSIFIED",344.0,ASSAULT 3 & RELATED OFFENSES,PL 1201500,M,K,83,0,18-24,M,WHITE HISPANIC,1007127,193705,40.698323,-73.917495,POINT (-73.917495 40.698323)
267186835,2023-04-24,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,M,13,0,45-64,M,BLACK,988971,207813,40.737074,-73.982962,POINT (-73.982962 40.737074)
269019488,2023-05-30,782.0,"WEAPONS, POSSESSION, ETC",236.0,DANGEROUS WEAPONS,PL 2650101,M,Q,113,3,45-64,M,BLACK,1046315,187088,40.6799807384666,-73.7762339071953,POINT (-73.7762339071953 40.6799807384666)
262158111,2023-01-19,503.0,"CONTROLLED SUBSTANCE,INTENT TO",117.0,DANGEROUS DRUGS,PL 2201602,F,M,30,0,25-44,M,BLACK,998751,239936,40.82523249,-73.94760441,POINT (-73.94760441 40.82523249)
266122547,2023-04-04,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,Q,109,0,25-44,M,WHITE,1032084,216954,40.762037,-73.827328,POINT (-73.827328 40.762037)
270010975,2023-06-17,793.0,WEAPONS POSSESSION 3,118.0,DANGEROUS WEAPONS,PL 2650201,F,M,14,1,<18,M,BLACK,987078,215157,40.75723226,-73.98979219,POINT (-73.98979219 40.75723226)
268793943,2023-05-25,705.0,"FORGERY,ETC.-MISD.",358.0,OFFENSES INVOLVING FRAUD,PL 1702000,M,M,34,0,45-64,M,BLACK HISPANIC,1002115,249244,40.85077408,-73.93542468,POINT (-73.93542468 40.85077408)
263859108,2023-02-18,681.0,"CHILD, ENDANGERING WELFARE",233.0,SEX CRIMES,PL 2601001,M,Q,102,0,25-44,M,WHITE HISPANIC,1030953,194101,40.69932415739,-73.831570887672,POINT (-73.831570887672 40.69932415739)
269074108,2023-05-31,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200502,F,B,43,0,45-64,F,BLACK,1020183,239282,40.823378,-73.870168,POINT (-73.870168 40.823378)
261347734,2023-01-04,503.0,"CONTROLLED SUBSTANCE,INTENT TO",117.0,DANGEROUS DRUGS,PL 2201601,F,M,28,0,45-64,M,BLACK,997144,230833,40.800251,-73.953426,POINT (-73.953426 40.800251)
265546492,2023-03-23,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,K,60,0,18-24,M,BLACK,990796,149587,40.577258,-73.976436,POINT (-73.976436 40.577258)
264133164,2023-02-23,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,63,0,45-64,M,WHITE,1007231,164852,40.61913,-73.917218,POINT (-73.917218 40.61913)
263481426,2023-02-12,113.0,"MENACING,UNCLASSIFIED",344.0,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,M,33,0,45-64,M,WHITE HISPANIC,999036,243110,40.833944,-73.946565,POINT (-73.946565 40.833944)
267287066,2023-04-26,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,B,44,0,45-64,M,BLACK,1006537,244511,40.837774,-73.919455,POINT (-73.919455 40.837774)
268956726,2023-05-28,113.0,"MENACING,UNCLASSIFIED",344.0,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,M,17,0,25-44,M,BLACK,990759,209523,40.741768,-73.976511,POINT (-73.976511 40.741768)
268425761,2023-05-17,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 160102A,F,Q,104,0,25-44,M,WHITE HISPANIC,1009895,195833,40.7041559,-73.90750675,POINT (-73.90750675 40.7041559)
263698292,2023-02-16,792.0,CRIMINAL POSSESSION WEAPON,118.0,DANGEROUS WEAPONS,PL 265031B,F,B,50,0,45-64,M,BLACK,1011106,258520,40.876213,-73.902888,POINT (-73.902888 40.876213)
269055519,2023-05-30,113.0,"MENACING,UNCLASSIFIED",344.0,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,Q,106,0,25-44,M,ASIAN / PACIFIC ISLANDER,1036357,187122,40.68013,-73.812133,POINT (-73.812133 40.68013)
267464642,2023-04-29,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELO",113.0,FORGERY,PL 1703000,F,K,71,0,25-44,M,BLACK,1000517,180519,40.662147,-73.941366,POINT (-73.941366 40.662147)
264046796,2023-02-22,139.0,"MURDER,UNCLASSIFIED",101.0,MURDER & NON-NEGL. MANSLAUGHTE,PL 1252501,F,M,30,0,25-44,M,BLACK HISPANIC,999750,241187,40.828666,-73.943989,POINT (-73.943989 40.828666)
267900084,2023-05-08,969.0,"TRAFFIC,UNCLASSIFIED INFRACTIO",881.0,OTHER TRAFFIC INFRACTION,VTL051101A,M,Q,112,0,18-24,M,WHITE HISPANIC,1024787,204165,40.72696953,-73.85374602,POINT (-73.85374602 40.72696953)
263855763,2023-02-18,511.0,"CONTROLLED SUBSTANCE, POSSESSI",235.0,DANGEROUS DRUGS,PL 2200300,M,M,30,1,45-64,M,BLACK,997963,240371,40.8264277,-73.95045075,POINT (-73.95045075 40.8264277)
266227952,2023-04-05,511.0,"CONTROLLED SUBSTANCE, POSSESSI",235.0,DANGEROUS DRUGS,PL 2200300,M,M,6,0,25-44,M,WHITE HISPANIC,983725,206174,40.732579,-74.001892,POINT (-74.001892 40.732579)
265533839,2023-03-23,113.0,"MENACING,UNCLASSIFIED",344.0,ASSAULT 3 & RELATED OFFENSES,PL 1201500,M,K,60,0,45-64,F,BLACK,989547,148969,40.575561,-73.980931,POINT (-73.980931 40.575561)
268831048,2023-05-25,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200502,F,Q,105,0,25-44,F,BLACK,1057027,177048,40.652335,-73.737719,POINT (-73.737719 40.652335)
263720752,2023-02-16,511.0,"CONTROLLED SUBSTANCE, POSSESSI",235.0,DANGEROUS DRUGS,PL 2200300,M,S,120,0,25-44,M,WHITE,962758,172338,40.639681,-74.077439,POINT (-74.077439 40.639681)
268049183,2023-05-10,779.0,"PUBLIC ADMINISTRATION,UNCLASSI",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,M,33,0,18-24,M,WHITE HISPANIC,1001369,244662,40.838199,-73.938131,POINT (-73.938131 40.838199)
269413393,2023-06-06,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,B,41,0,25-44,U,BLACK,1013096,236605,40.816057,-73.895785,POINT (-73.895785 40.816057)
261507816,2023-01-06,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351.0,CRIMINAL MISCHIEF & RELATED OF,PL 1450003,M,B,47,0,25-44,F,BLACK,1022951,259687,40.879371,-73.860047,POINT (-73.860047 40.879371)
265027447,2023-03-13,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,Q,112,0,18-24,M,WHITE,1025907,202345,40.721971,-73.849715,POINT (-73.849715 40.721971)
264126281,2023-02-23,969.0,"TRAFFIC,UNCLASSIFIED INFRACTIO",881.0,OTHER TRAFFIC INFRACTION,VTL051101A,M,Q,115,3,25-44,M,WHITE HISPANIC,1018623,214936,40.7565675846374,-73.8759315341335,POINT (-73.8759315341335 40.7565675846374)
264403773,2023-03-01,511.0,"CONTROLLED SUBSTANCE, POSSESSI",235.0,DANGEROUS DRUGS,PL 2200300,M,K,73,2,45-64,M,BLACK,1010534,183092,40.669185,-73.905249,POINT (-73.905249 40.669185)
268084403,2023-05-11,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,M,19,0,45-64,M,WHITE HISPANIC,996772,223148,40.779159,-73.954784,POINT (-73.954784 40.779159)
265806731,2023-03-28,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELO",113.0,FORGERY,PL 1702500,F,Q,102,0,25-44,M,BLACK,1029403,193205,40.69686463,-73.83716543,POINT (-73.83716543 40.69686463)
265662441,2023-03-26,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL05110MU,M,B,44,0,18-24,M,BLACK HISPANIC,1007821,243863,40.83599142,-73.91481854,POINT (-73.91481854 40.83599142)
262524021,2023-01-26,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,49,1,25-44,M,BLACK,1020925,248574,40.84887703,-73.86743729,POINT (-73.86743729 40.84887703)
266761595,2023-04-16,268.0,CRIMINAL MIS 2 & 3,121.0,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,F,K,88,0,25-44,M,BLACK,995301,190523,40.689614,-73.960148,POINT (-73.960148 40.689614)
265662462,2023-03-26,105.0,STRANGULATION 1ST,106.0,FELONY ASSAULT,PL 1211200,F,M,23,0,25-44,U,WHITE,999834,229196,40.795754,-73.943715,POINT (-73.943715 40.795754)
264242794,2023-02-26,113.0,"MENACING,UNCLASSIFIED",344.0,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,M,33,0,25-44,F,BLACK,1001242,244432,40.837569,-73.938591,POINT (-73.938591 40.837569)
269790444,2023-06-13,503.0,"CONTROLLED SUBSTANCE,INTENT TO",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0,25-44,M,BLACK,994231,196249,40.705331,-73.964,POINT (-73.964 40.705331)
270540438,2023-06-28,779.0,"PUBLIC ADMINISTRATION,UNCLASSI",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,S,122,0,45-64,F,WHITE,954807,151889,40.58353,-74.105998,POINT (-74.105998 40.58353)
266166209,2023-04-04,782.0,"WEAPONS, POSSESSION, ETC",236.0,DANGEROUS WEAPONS,PL 2650102,M,M,1,0,<18,M,BLACK,981689,199960,40.71552033,-74.00923827,POINT (-74.00923827 40.71552033)
264046776,2023-02-22,511.0,"CONTROLLED SUBSTANCE, POSSESSI",235.0,DANGEROUS DRUGS,PL 2200300,M,B,40,2,25-44,F,WHITE,1007035,237474,40.81846,-73.91768,POINT (-73.91768 40.81846)
269828914,2023-06-14,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,M,28,0,25-44,M,BLACK,998249,231602,40.802361,-73.949434,POINT (-73.949434 40.802361)
262754121,2023-01-31,782.0,"WEAPONS, POSSESSION, ETC",236.0,DANGEROUS WEAPONS,PL 2650101,M,Q,115,3,45-64,M,WHITE,1018623,214936,40.7565675846374,-73.8759315341335,POINT (-73.8759315341335 40.7565675846374)
263082954,2023-02-05,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200501,F,K,83,0,25-44,M,WHITE HISPANIC,1005569,195316,40.70275,-73.923109,POINT (-73.923109 40.70275)
266401743,2023-04-08,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,110,0,25-44,M,WHITE HISPANIC,1023432,212687,40.750369,-73.858582,POINT (-73.858582 40.750369)
264239393,2023-02-26,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,K,81,0,18-24,M,BLACK,1006140,187525,40.681365,-73.921073,POINT (-73.921073 40.681365)
264364734,2023-03-01,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,60,0,25-44,M,BLACK,990796,149587,40.577258,-73.976436,POINT (-73.976436 40.577258)
266166464,2023-04-04,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,62,0,25-44,M,WHITE HISPANIC,985312,162103,40.611613,-73.996174,POINT (-73.996174 40.611613)
264517297,2023-03-03,782.0,"WEAPONS, POSSESSION, ETC",236.0,DANGEROUS WEAPONS,PL 2650102,M,K,77,0,25-44,M,BLACK,1005300,182815,40.668438,-73.92412,POINT (-73.92412 40.668438)
267719999,2023-05-03,113.0,"MENACING,UNCLASSIFIED",344.0,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,Q,110,0,45-64,F,WHITE HISPANIC,1023998,207996,40.73749,-73.85657,POINT (-73.85657 40.73749)
261907042,2023-01-14,779.0,"PUBLIC ADMINISTRATION,UNCLASSI",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,75,2,45-64,M,BLACK,1012412,182986,40.668888,-73.89848,POINT (-73.89848 40.668888)
270350380,2023-06-24,779.0,"PUBLIC ADMINISTRATION,UNCLASSI",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,75,0,25-44,M,BLACK,1017119,183909,40.671404,-73.881509,POINT (-73.881509 40.671404)
268029484,2023-05-10,115.0,RECKLESS ENDANGERMENT 2,355.0,OFFENSES AGAINST THE PERSON,PL 1202000,M,K,77,0,25-44,M,BLACK,1003578,186084,40.67741321,-73.93031809,POINT (-73.93031809 40.67741321)
262030389,2023-01-17,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,Q,110,0,25-44,M,WHITE HISPANIC,1020232,210719,40.744981,-73.870144,POINT (-73.870144 40.744981)
262846763,2023-02-01,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,42,2,25-44,F,WHITE HISPANIC,1010069,244367,40.837369,-73.906691,POINT (-73.906691 40.837369)
265769859,2023-03-28,779.0,"PUBLIC ADMINISTRATION,UNCLASSI",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,Q,109,0,45-64,M,AMERICAN INDIAN/ALASKAN NATIVE,1031019,218351,40.765877,-73.831161,POINT (-73.831161 40.765877)
270264555,2023-06-22,106.0,ASSAULT POLICE/PEACE OFFICER,106.0,FELONY ASSAULT,PL 1200800,F,B,46,0,25-44,M,WHITE HISPANIC,1012309,252549,40.85982,-73.898563,POINT (-73.898563 40.85982)
266160056,2023-04-04,779.0,"PUBLIC ADMINISTRATION,UNCLASSI",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,Q,109,0,25-44,M,ASIAN / PACIFIC ISLANDER,1032084,216954,40.762037,-73.827328,POINT (-73.827328 40.762037)
262833677,2023-02-01,511.0,"CONTROLLED SUBSTANCE, POSSESSI",235.0,DANGEROUS DRUGS,PL 2200300,M,B,46,0,45-64,M,WHITE,1010256,248770,40.84945286,-73.90599986,POINT (-73.90599986 40.84945286)
268793131,2023-05-24,511.0,"CONTROLLED SUBSTANCE, POSSESSI",235.0,DANGEROUS DRUGS,PL 2200300,M,Q,101,0,25-44,M,BLACK,1052322,159846,40.605156,-73.754846,POINT (-73.754846 40.605156)
